"Category","Age","Sex","Fate"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Male","Casualty"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Survivor"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Adult","Female","Casualty"
"3rd Class","Child","Male","Survivor"
"3rd Class","Child","Male","Survivor"
"3rd Class","Child","Male","Survivor"
"3rd Class","Child","Male","Survivor"
"3rd Class","Child","Male","Survivor"
"3rd Class","Child","Male","Survivor"
"3rd Class","Child","Male","Survivor"
"3rd Class","Child","Male","Survivor"
"3rd Class","Child","Male","Survivor"
"3rd Class","Child","Male","Survivor"
"3rd Class","Child","Male","Survivor"
"3rd Class","Child","Male","Survivor"
"3rd Class","Child","Male","Survivor"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Male","Casualty"
"3rd Class","Child","Female","Survivor"
"3rd Class","Child","Female","Survivor"
"3rd Class","Child","Female","Survivor"
"3rd Class","Child","Female","Survivor"
"3rd Class","Child","Female","Survivor"
"3rd Class","Child","Female","Survivor"
"3rd Class","Child","Female","Survivor"
"3rd Class","Child","Female","Survivor"
"3rd Class","Child","Female","Survivor"
"3rd Class","Child","Female","Survivor"
"3rd Class","Child","Female","Survivor"
"3rd Class","Child","Female","Survivor"
"3rd Class","Child","Female","Survivor"
"3rd Class","Child","Female","Survivor"
"3rd Class","Child","Female","Casualty"
"3rd Class","Child","Female","Casualty"
"3rd Class","Child","Female","Casualty"
"3rd Class","Child","Female","Casualty"
"3rd Class","Child","Female","Casualty"
"3rd Class","Child","Female","Casualty"
"3rd Class","Child","Female","Casualty"
"3rd Class","Child","Female","Casualty"
"3rd Class","Child","Female","Casualty"
"3rd Class","Child","Female","Casualty"
"3rd Class","Child","Female","Casualty"
"3rd Class","Child","Female","Casualty"
"3rd Class","Child","Female","Casualty"
"3rd Class","Child","Female","Casualty"
"3rd Class","Child","Female","Casualty"
"3rd Class","Child","Female","Casualty"
"3rd Class","Child","Female","Casualty"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
