"Class","Crew","Sex","Age","Survived"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"3rd",FALSE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
"Crew",TRUE,"Male","Adult","No"
