"Class","Age","Sex","Survived"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Male","No"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","Yes"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Adult","Female","No"
"3rd","Child","Male","Yes"
"3rd","Child","Male","Yes"
"3rd","Child","Male","Yes"
"3rd","Child","Male","Yes"
"3rd","Child","Male","Yes"
"3rd","Child","Male","Yes"
"3rd","Child","Male","Yes"
"3rd","Child","Male","Yes"
"3rd","Child","Male","Yes"
"3rd","Child","Male","Yes"
"3rd","Child","Male","Yes"
"3rd","Child","Male","Yes"
"3rd","Child","Male","Yes"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Male","No"
"3rd","Child","Female","Yes"
"3rd","Child","Female","Yes"
"3rd","Child","Female","Yes"
"3rd","Child","Female","Yes"
"3rd","Child","Female","Yes"
"3rd","Child","Female","Yes"
"3rd","Child","Female","Yes"
"3rd","Child","Female","Yes"
"3rd","Child","Female","Yes"
"3rd","Child","Female","Yes"
"3rd","Child","Female","Yes"
"3rd","Child","Female","Yes"
"3rd","Child","Female","Yes"
"3rd","Child","Female","Yes"
"3rd","Child","Female","No"
"3rd","Child","Female","No"
"3rd","Child","Female","No"
"3rd","Child","Female","No"
"3rd","Child","Female","No"
"3rd","Child","Female","No"
"3rd","Child","Female","No"
"3rd","Child","Female","No"
"3rd","Child","Female","No"
"3rd","Child","Female","No"
"3rd","Child","Female","No"
"3rd","Child","Female","No"
"3rd","Child","Female","No"
"3rd","Child","Female","No"
"3rd","Child","Female","No"
"3rd","Child","Female","No"
"3rd","Child","Female","No"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","Yes"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
